headline,label,category
Trump packs transition team with loyalists and family,0,politicsNews
Brexit Irish border deal possible within hours,0,worldnews
HYSTERICAL! BERNIE SANDERS On Why ‘Very Popular’ Al Franken Shouldn’t Resign Is Classic [Video],1,politics
LOCAL REPORTER IN DEEP BLUE STATE Stuns Liberals When He Goes Rogue…Tells Truth About Guns [VIDEO],1,politics
BREAKING VIDEO: HILLARY CLINTON Seen Being Lifted Into Van After “Episode” [Video],1,politics
WATCH: Here’s What It Sounds Like When People Try To Excuse Rape,1,News
"Trump Explains Why He Fired James Comey, F*cks Up And Admits He Should Be Impeached (VIDEO)",1,News
Turkey's Erdogan says he will discuss Gulf crisis in Kuwait,0,worldnews
FBI Russia probe helped by Australian diplomat tip-off: NYT,0,politicsNews
ULTIMATE DISRESPECT: VA Sent Mail Related To Disability Claims From Vets To Shredder,1,Government News
THE DEMOCRAT WHO WROTE A PAPER About How Women Fantasize About Being Gang Raped Draws Larger Crowds Than GOP Presidential Candidates,1,politics
"BOOM! TED CRUZ Will Conduct Hearing TODAY: Focusing On Muslim Brotherhood, CAIR And Obama Regime’s Cover-ups, “WILLFUL BLINDNESS” To Radical Islam",1,politics
U.S. Interior Secretary investigated over speech to donor's hockey team,0,politicsNews
WHY “MODERATE” MUSLIMS DON’T SPEAK OUT: Muslim Shopkeeper Makes Video Wishing Customers “Happy Easter”…Muslim Man Stabs Him To Death [VIDEO],1,left-news
German ex-rightist jailed for plotting Islamist attack on police,0,worldnews
GINGRICH RIPS “Open Borders” Paul Ryan For Not Endorsing Trump: “He Has An OBLIGATION To UNIFY The Party” [VIDEO],1,politics
TIFFANY & CO. TAKES BIG RISK…Sides AGAINST Trump On Very Controversial Issue,1,politics
Grace Mugabe: the office worker who wanted to rule Zimbabwe,0,worldnews
Departing U.S. trade chief warns against withdrawing from TPP,0,politicsNews
WATCH: Trump Aide Goes Into A Bizarre Rant While Evading Sexism Allegations,1,News
Pence used private email while Indiana governor,0,politicsNews
IS ISIS IN DANGER OF BEING WIPED OUT BY A FLESH EATING VIRUS?,1,politics
Trump Whines About Hillary In Response To Obstruction Investigation,1,News
Islamic State claims responsibility for suicide attacks in southern Iraq: Amaq,0,worldnews
Turkish warplanes kill three Kurdish militants in northern Iraq: army,0,worldnews
ACTOR JAMES WOODS SHARES Hair-Raising Video That Shows Real Reason President Trump Refuses To Share In Angela Merkel’s Horrific Legacy,1,politics
"Germany to cut pension contributions, free up 1.3 billion euros: sources",0,worldnews
The DEA Will Deliver Some Big News About Marijuana This Year,1,News
THE BEST WAY To Clear Soros’ Anti-Trump Rioters Out Of DC Can Be Found On One Piece Of Paper,1,politics
BREAKING: GUN STORE OWNER Claims He DID Report Florida Terrorist To FBI Weeks Before Massacre,1,left-news
USGS says cannot confirm if North Korea quake natural or manmade,0,worldnews
"HATE-FILLED LEFTISTS Tell Former Fox News Host Eric Bolling, His 19-Yr Old Son’s Death Is “Karma”…What He “Deserved” In Response To His Request For Prayers",1,politics
"London police give all clear, lift cordon in financial district",0,worldnews
EU's Barnier is ready to speed up Brexit negotiations,0,worldnews
KKK AND BLACK LIVES MATTER Get Into Urine Tossing Fight Outside The GOP Convention [Video],1,left-news
Trump's trust in Flynn had been eroding: White House spokesman,0,politicsNews
Kenyan police assaulted and raped women during election: rights group,0,worldnews
Judge blocks Kansas' attempt to cut Planned Parenthood from Medicaid,0,politicsNews
MAN BRUTALLY ASSAULTED At CA Trump Rally Tells Horrific Story Of Attack By Domestic Terrorists [VIDEO],1,politics
People Are Posting Photos Of Their Food To Mock Starving People In Syria (IMAGES/VIDEO),1,News
Ready to fight again: The homeless Rohingya still backing Myanmar insurgency,0,worldnews
"Trump Aides Scramble, Say Donald Trump’s Threats Weren’t Serious, ‘Just His Mood’",1,News
TEACHER’S UNION PROTEST Gets Ugly As Protesters And Cops Duke It Out [Video],1,politics
VETERANS CAN’T GET HEALTH CARE…But These MN Somali Muslims Got US Taxpayer Dollars For College…Used It For Jihad,1,politics
Turkey and Russia agrees to focus on political solution in Syria,0,worldnews
"Canada, Mexico vow to stick with NAFTA talks, Mexico works on Plan B",0,politicsNews
White House says it can't lawfully pay Obamacare subsidies,0,politicsNews
"Under Trump travel ban, Syrian Christians still see no light",0,politicsNews
Dan Rather Delivers The Hard Truth About Trump And The Media,1,News
‘I’m Not Negotiating With You’ Trump Slams CBS Reporter Over North Korea [Video],1,politics
Trump says he would bar top aides from accepting speaking fees,0,politicsNews
Carson cancels campaign events after staff in fatal car accident,0,politicsNews
"South Korea, China nuclear envoys to meet in Beijing: South Korea government",0,worldnews
Bolstered Libyan coast guard intercepts packed migrant boat,0,worldnews
Deadline looms for South Africa's Zuma over revived graft charges,0,worldnews
"Flynn pleads guilty to lying on Russia, cooperates with U.S. probe",0,politicsNews
"STAND UP AND CHEER! UKIP Party Leader SLAMS Germany, France And EU Invasion Of Phony Refugees [VIDEO]",1,politics
Rick Scott Kills Babies By Eliminating Medical Standards After $200K Bribe From Hospital,1,News
Oregon Passes Highest Minimum Wage In The Nation Despite GOP Temper Tantrum,1,News
FORMER INTEL CHAIR Hammers Obama On His Anti-Trump Speech [Video],1,politics
EVIL HILLARY SUPPORTERS Yell “F*ck Trump”…Burn Truck Of Daddy Fishing With 2 Yr Son Over Of Trump Bumper-Stickers [VIDEO],1,politics
U.S. House Intelligence Committee has 'successful' Russia hearing,0,politicsNews
WATCH: Elizabeth Warren OWNS Trump In Scathing Defense Of Rep. John Lewis,1,News
"Trump says he will visit Japan, South Korea, China in November",0,worldnews
"With far-right in turmoil, France's Le Pen softens anti-EU stance",0,worldnews
Senate tax plan does not kill electric vehicle credit,0,politicsNews
"Michelle Obama Reacts To Trump Still Being A Birther, And It’s All You Hoped For (VIDEO)",1,News
MIKE ROWE ASKS: Why Are OUR Tax Dollars Funding Colleges That Burn the Flag? [Video],1,politics
Chagrined anti-Trump Republicans seek to recruit third-party candidate,0,politicsNews
U.S. carrier patrols off Korean peninsula in warning to Pyongyang,0,worldnews
BENGHAZI DEPUTY CHIEF Lets It Rip On Hillary Delegating Her Duty In Libya [Video],1,politics
U.S. ELECTIONS May Already Be In Serious Jeopardy : ACORN Gives OH Man Cigarettes And Cash To Register To Vote 72 Times…Several More Horror Stories,1,politics
Here’s The Excuse Trump Made For Losing Iowa – Says Running No Longer ‘Worth It’ (IMAGES),1,News
"Japan hails progress in TPP trade talks, but discord raises doubts",0,worldnews
Germany investigates far-right election candidate accused of inciting hatred,0,worldnews
WHOA! BILL O’REILLY DROPS BOMBSHELL Report About Key Accuser In Sexual Harassment Case That Could Prove He Was Unjustly FIRED By FOX News,1,politics
Trump expected to delay U.S. embassy move to Jerusalem: sources,0,politicsNews
"OBAMA’S AMERICA: CLIVEN BUNDY, 4 Others INDICTED… Face Up To 96 YEARS In Prison For 2014 Standoff [VIDEO]",1,left-news
Unclear if anyone will attend Mugabe cabinet meeting: spokesman,0,worldnews
U.S. praises Saudi Arabia for exposing Iran's role in Yemen,0,worldnews
Youth leader of Zimbabwe's ruling party apologizes to military on state TV,0,worldnews
CNN ANCHOR Loses It During Debate on NFL: ‘I’m Smarter Than the Bullsh*t Answer You’re Giving Me!’,1,politics
FBI Finds Evidence That Foreign Hackers Infiltrated U.S. Election Systems,1,News
YIKES! JUST WHEN Everyone Thought Things Couldn’t Get Much Worse For United Airlines…THIS Happened,1,politics
U.S. House to stop using public funds for harassment settlements: speaker,0,politicsNews
Vatican prepared in case of Barcelona-style attack: Swiss Guard chief,0,worldnews
"4,700 Syrian refugees approved resettlement to U.S.: Homeland Security chief",0,politicsNews
Pro-business FDP says upbeat that German coalition deal possible,0,worldnews
Trump Supporter Goes Off The Rails: ‘Hillary’s Place Is In Front Of A Firing Squad’ (VIDEO),1,News
Myanmar to grant families access to two Reuters journalists after remand period expires: media,0,worldnews
Democratic senator opposes spending bill over coal miner benefits as Senate vote looms,0,politicsNews
Turkey opens military base in Mogadishu to train Somali soldiers,0,worldnews
Former Director Of National Intelligence Says Russia Interference Casts Doubt On Trump’s Win,1,News
What Facebook Just Did About Guns Is Going To Drive The NRA Insane,1,News
"JUST IN: Obama Campaign Secretly Paid $972,000 To Fund Creation Of Fake Trump Dossier",1,politics
Suspected Istanbul airport bomber thought killed in Georgia: three sources,0,worldnews
DEMOCRATS AGAINST TRUMP’S WALL For Lawbreakers…But NOT Against Wall To Keep Bernie Sanders’ Fans Out,1,politics
Democrats rising? Early statehouse wins test new faces,0,politicsNews
Exxon CEO is now Trump's secretary of state favorite - transition official,0,politicsNews
Ex-Catalonia leader turns himself in to Belgian police: VRT,0,worldnews
"Macedonia wants EU membership process, Greek talks to run in tandem",0,worldnews
Trump’s Involvement In Houston Chemical Plant Explosion Will Set Your Hair On Fire,1,News
Trump feels 'totally vindicated' by Comey testimony: Trump attorney,0,politicsNews
White House says more work needed on Republicans' Puerto Rico plan,0,politicsNews
Two women deny murdering North Korean leader's half-brother,0,worldnews
Trump considers plan to replace Tillerson with CIA chief: U.S. officials,0,politicsNews
STUDENTS SENT HOME From School For Wearing Traditional Swiss Clothing Considered “racist”,1,politics
Maine governor sues state's attorney general in Trump policy tussle,0,politicsNews
Honduran vote count gives Hernandez 1 point lead over rival,0,worldnews
Attorney General Lynch asks not to be considered for Supreme Court vacancy,0,politicsNews
Norway's police downgrade threat level,0,worldnews
John Oliver Has Brilliant Advice For Breaking That New Year’s Resolution You Won’t Keep Anyway (VIDEO),1,News
U.S. 'disappointed' by India's visa refusal for religious rights panel,0,politicsNews
Trump Gives PATHETIC Reason For Why He Sucked At Debate (TWEET),1,News
"While Honoring Native American Code Talkers, Trump Called Elizabeth Warren ‘Pocahontas’ (VIDEO)",1,News
Taiwan president calls for breakthrough in China relations,0,worldnews
Republican senator says Trump yet to demonstrate needed stability,0,politicsNews
BEAUTIFUL MELANIA WEARS LBD TO HOST Reception for Senators…Guess Who Was There Wearing A Smirk On His Face? [Video],1,politics
WHOA! WATCH All H*ll Break Loose After ABC Reporter Calls Sarah Huckabee a Liar [Video],1,politics
"Long a rival, Ted Cruz endorses Trump in U.S. presidential race",0,politicsNews
Judges find two North Carolina congressional districts racially gerrymandered,0,politicsNews
Goldman's Donovan to withdraw from deputy Treasury secretary nomination: source,0,politicsNews
Whoops: VA Gun Shop Employee Accidentally Shoots Herself,1,News
U.S. to withdraw from U.N.'s cultural agency in December,0,worldnews
BREAKING: WHY DID MASSACHUSETTS OFFICIALS WAIT SO LONG To Release This Video Showing Thug Shooting Police Officer In Face? [VIDEO],1,politics
Trump defends remarks on veterans and mental health,0,politicsNews
Greece plays down financial impact of any F-16 jet deal,0,worldnews
Spanish prosecutor asks judge to jail Catalan secessionists pending investigation,0,worldnews
Highlights: The Trump presidency on February 2 at 6:15 p.m. EST/2315 GMT,0,politicsNews
"Trump’s ‘Major Meeting’ On Veterans Affairs Never Took Place, But He Did Play Golf",1,News
Police question Netanyahu for fifth time in corruption case,0,worldnews
FDA fees for product review would more than double under Trump budget,0,politicsNews
Mitt Romney’s Effort To Stop Trump Ends Just Like His 2012 Bid For The White House Did,1,News
Israeli legislator quits in dispute over nephew's gay wedding,0,worldnews
"Someone Just Tried To Perform An Exorcism On Ted Cruz; Unfortunately, It Failed (VIDEO)",1,News
GOODBYE HILLARY? Here Comes Dumb And Dumber,1,politics
WHY GROWN MAN WAS ARRESTED In Democrats New “Safe Space” For Pedophiles Is DISGUSTING…Are You Paying Attention Target?,1,left-news
Donald Trump Hints That He Might Decide Not To Serve If Elected,1,News
FORMER U.S. ATTORNEY: FBI’s Comey Considered To Be “Dirty Cop” And Here’s Why [Video],1,politics
OFF-DUTY POLICE OFFICER SHOOTS AND KILLS Black Lives Matter Supporter After He Broke Into Cop’s Home Following Facebook Argument,1,politics
"Palestinian rivals Hamas, Fatah agree to complete Gaza handover by Dec. 1: statement",0,worldnews
CROOKED HILLARY Slams The Bank She Took A $258K Donation From [Video],1,politics
DIRECTOR OF COMMUNITY RELATIONS AT UNIV of WI: “Stealing From Wal-Mart Shouldn’t Be A Crime” [VIDEO],1,politics
Tanzania president names tax expert as central bank governor,0,worldnews
Supreme Court blocks Obama carbon emissions plan,0,politicsNews
Watch Jake Tapper Get Cornered By TMZ; ADMITS Media Largely To Blame For Trump (VIDEO),1,News
"REPORT: Bannon Routinely Using Anti-Semitic Slur Towards Jared Kushner, WH Turning Toxic Quickly",1,News
"BOOM! TED CRUZ, DESANTIS PUSH For Term Limits: “It is well past time to put an end to the cronyism and deceit…”",1,politics
Putin turned Russia election hacks in Trump's favor: U.S. officials,0,politicsNews
"SYRIA CEASEFIRE? Lavrov, Kerry Agree to Fight Al-Nusra, No Strikes on ‘Rebels,’ Aleppo Relief",1,US_News
Fox News: Trump Is The One To Blame for White House ‘Disarray’ (VIDEO),1,News
U.S. states hit back at EPA chief over climate rule guidance,0,politicsNews
SLAM DUNK! YOU’LL LOVE CHARLES BARKLEY’S Take On #ConfederateStatues [Video],1,politics
New Poll Shows Clinton Crushing Trump In Key Swing States,1,News
MEALS ON WHEELS Shuts the Lyin’ Lefties Up With Truth After MoveOn.org’s Fake News [Video],1,politics
BREAKING: Trump Campaign In A Panic As Donors Demand Refunds,1,News
"Kremlin: accusations that Russia behind Kiev blast are ""baseless""",0,worldnews
NATO to send more troops to Afghanistan after U.S. shift,0,worldnews
Irish government says significant progress on Brexit talks,0,worldnews
Trump Sends Hillary A PATHETIC Threat Just One Day After DNC (VIDEO),1,News
Republican House Speaker Ryan told Trump retirement report was rumors were not true: White House,0,politicsNews
Trump says he'll make high court pick within two weeks after taking office,0,politicsNews
Obama shortens prison sentences for 98 convicts: White House,0,politicsNews
Trump says North Korea's Kim 'will be tested like never before',0,politicsNews
"Putin, in Syria, says mission accomplished, orders partial Russian pull-out",0,worldnews
Kerry speaks with Russian counterpart ahead of Moscow visit,0,politicsNews
"BREAKING: Cop Finally Gets His Due, Walter Scott’s Killer Sentenced To Prison (DETAILS)",1,News
TRUMP IS REPORTEDLY Preparing Executive Order To Deport Illegals Living On Welfare…Kill Anchor Baby Benefits,1,politics
WATCH: Obama Takes A PERFECT Shot At Trump’s Never Ending Tweeting,1,News
Kremlin says in touch with France over possible Macron visit to Russia,0,worldnews
Vietnam restricted access to Facebook during Obama visit: activists,0,politicsNews
Senior U.S. envoy tries to calm fears over State Department re-design,0,politicsNews
BLACK TRUMP SUPPORTER Delivers Powerful Message: “#BlackLivesMatter Is Making Black People Look Like Fools” [VIDEO],1,politics
"Albania plans ambitious road revamp, energy market",0,worldnews
‘Sex And The City’ Star Forced To Do CRINGEWORTHY Skit While Trying To Discuss Refugees (VIDEO/TWEETS),1,News
"Trump releases some JFK files, blocks others under pressure",0,politicsNews
U.N. to make proposals to kickstart Syrian reform process,0,worldnews
"Fired by Trump, former Attorney Bharara launches podcast",0,politicsNews
Senator Markey places hold on Obama's nominee to lead FDA,0,politicsNews
Beijing hits brakes on subway boom over debt concerns,0,worldnews
TOMI LAHREN: “AFTER 8 YEARS…We were part of a different march…we marched into the voting booth to vote for TRUMP!” [Video],1,politics
Medical Examiner Finally Releases Report On Death Of Music Icon Prince,1,News
DEMOCRAT ACCUSED Of Sexual Harassment Just Threatened ‘Many Members’ Who Also Have Allegations Against Them,1,politics
Heidi Cruz Seems POSITIVE Her Husband Is The Second Coming Of Christ (AUDIO),1,News
Texas Super-Dolt Louie Gohmert SAVAGED For Licking Trump’s Boots Over London Response (TWEETS),1,News
Lockheed Martin wins $582 million U.S. defense contract: Pentagon,0,politicsNews
Interior Department watchdog to investigate threat to Alaska senator on healthcare,0,politicsNews
Mexico foreign minister heads to U.S. to meet with Dreamers,0,politicsNews
Trump says Supreme Court nominee's comments 'misrepresented',0,politicsNews
Turkey says German foreign minister's remarks on arms sales inappropriate,0,worldnews
New Venezuela oil boss to give military more PDVSA posts,0,worldnews
Russia's Putin says ex-Soviet countries threatened by militants: RIA,0,worldnews
Republicans alarmed at talk U.S. may ease Iran trade,0,politicsNews
Republican Senator John McCain leaves Washington before expected tax vote,0,politicsNews
"NSA chief, intelligence director won't comment on Trump conversations",0,politicsNews
"SHOUT POLL: Will Donald Trump hold his lead, or will he tank?",1,US_News
Hillary Clinton: Supreme Court abortion ruling 'a victory for women',0,politicsNews
Boycott! Singer John Legend Calls Trump “An Embarrassment”…Asks For ‘Out of Shape’ White People to Play Trump Supporters in Music Video,1,politics
TUCKER CARLSON SLAMS Arrogant ILLEGAL ALIEN Guest: “You Don’t Have a Right to Demand Anything!” [VIDEO],1,politics
Connecticut governor signs bill to close $220 million budget gap,0,politicsNews
TRUMP IS RIGHT: How Immigrants Sent A Staggering Amount Of American Money Back Home,1,politics
(Video) Clinton Supporters REALLY Like The Trump Tax Plan,1,politics
Senior senators want to amend Saudi September 11 law,0,politicsNews
Indonesia holds cabinet meeting in Bali as volcano threatens tourism,0,worldnews
Trump Suggests White Anti-Semites NOT Attacking Jews – Who He Thinks It Is Will Make You Sick,1,News
SEWER WORKER DIES After Muslim Doctors REFUSE To Help Him,1,politics
"Police: Kalamazoo Spree Killer Was Uber Driver, Picked Up Customers Throughout The Night",1,News
REMEMBER 24/7 Media Coverage Of Bush’s “Hurricane Katrina”? Louisiana Hit With Historic Flooding…Caskets Floating…Obama Declares State Of Emergency…Goes Golfing!,1,politics
BOMBSHELL: COMEY Wanted To Expose Russian Meddling Months Before Election…OBAMA Regime Barred Him From Telling Public [VIDEO],1,politics
FEMALE VETERAN Slays Hillary In a Few Short Minutes [Video],1,politics
Factbox: Five facts about ex-Trump security aide Michael Flynn,0,politicsNews
CIA INSPECTOR: “Hillary endangered lives” FORMER JUDGE: Hillary Is A “Prime candidate for prosecution”,1,Government News
"Clinton's 'girl power' push wins over women in their 30s, not 20s",0,politicsNews
CLIMATE CHANGE DENIERS BEWARE: The DOJ Wants To Punish You With A Civil Suit! [Video],1,Government News
WE GUESS SHE SHOWED ‘EM! Lefty Woman Rips Off Her Top in House Gallery During Protest To Stop Tax Vote [Video],1,left-news
Massachusetts governor would sign transgender rights bill,0,politicsNews
Text of Michael Flynn's letter resigning as national security adviser,0,politicsNews
MAXINE DOUBLES DOWN ON CRAZY: MSNBC Host Has Hard Time Keeping Straight Face When Maxine Reveals Who She Believes Fed Trump “Crooked Hillary” and “Lock Her Up” Lines [VIDEO],1,politics
"Enough About Texas, Let’s Talk Taxes: Trump’s Priorities Shift To Breaks For The Rich",1,News
NEW YORK TIMES WEASEL Behind Alleged Comey Memo Admits To Lyin’ Brian Williams He Never Actually Saw Memo [VIDEO],1,politics
FLORIDA COUPLE SPOTS MAN With “Death to America” Sign Then Take Matters Into Their Own Hands [Video],1,left-news
British minister to be investigated over sexual harassment allegation,0,worldnews
Saudi graft inquiry spreads beyond borders as UAE examines bank accounts,0,worldnews
Twitter Mocks Trump’s Face Off After Poorly-Spelled Insane Rant About Sally Yates (TWEETS),1,News
"Senate Republican Says Dumpster Fires Are More Popular Than Trump, Calls For Third Party Run",1,News
"Riding high, Xi looks to soothe Trump as U.S. pressures China",0,worldnews
"Cruz, Trump split four states in setback for Republican establishment",0,politicsNews
"Merkel, Abe agree sanctions against North Korea should be stepped up",0,worldnews
Turkey blocks access from northern Iraq at Habur border gate: NTV,0,worldnews
Spain's Rajoy calls on Catalonia leaders to cancel referendum,0,worldnews
South Korea's Moon unveils new focus on Southeast Asia,0,worldnews
Trump's expected VP pick: coal advocate who defied Obama's climate agenda,0,politicsNews
"Saudi king heads to Russia, with oil, investment and Syria on agenda",0,worldnews
This Is What Happens To Your Brain When You Quit Sugar For 30 Days,1,curated_clickbait
"German coalition impasse can be resolved, Merkel's top aide says",0,worldnews
Ryan says Democratic 'sit-in' demanding gun control vote is publicity stunt,0,politicsNews
DID OBAMA COMMIT A FELONY When He Sent $400 Million To Iran? [Video],1,politics
Senate tax chief questions border adjustment tax,0,politicsNews
CAN’T-MISS: Bernie And Hillary MOP The FLOOR With Trump For Not Paying Taxes Like Everyone Else,1,News
Clinton's charity confirms Qatar's $1 million gift while she was at State Dept,0,politicsNews
WATCH: Team Hillary HUMILIATES Trump And The Republican Party On CNN,1,News
Black Trump Adviser: Staff Doesn’t Care About Reaching Out To Black Voters,1,News
How A Federal Judge Just Helped Republicans In A Key Swing State,1,News
Trump Threatens To ‘Change Libel Laws’ To Sue People Who Criticize Him In Twitter Meltdown,1,News
U.S. House Republican speaker Ryan opposes protests during anthem,0,politicsNews
U.S. hopes for more from Russia after Crimean prisoners freed,0,worldnews
The Obamas Gave A Heartbreaking Tribute To Muhammad Ali (VIDEO),1,News
Kremlin warns of mutual damage if Ukraine cuts diplomatic ties,0,worldnews
EU to resume political contact 'at all levels' with Thailand: statement,0,worldnews
"Saudi Arabia says Lebanon declares war, deepening crisis",0,worldnews
FEDS: Dozens of Muslim Girls had Genitals Mutilated at Michigan Clinic…The Landmark Defense is Shocking,1,left-news
"Crowds boo, jeer as Zimbabwe's Mugabe motorcade leaves Harare residence",0,worldnews
WATCH HILLARY CLINTON’S LONG LOST Cringe Inducing Spoof Of Forrest Gump [Video],1,politics
Racist Rep. Steve King Gives Trump DIRE Warning: Don’t Abandon White Supremacists (TWEET),1,News
New Zealand's ruling party ahead after poll but kingmaker in no rush to decide,0,worldnews
Researchers raise doubts over cause of Chilean poet Neruda's death,0,worldnews
Trump FURIOUS After Federal Judge Stops His Bigoted Muslim Ban In Its Tracks (VIDEO),1,News
Germany's Merkel ahead of SPD rival in TV debate: polls,0,worldnews
House panel to interview former Trump adviser,0,politicsNews
A Chick-Fil-A Got Shut Down In NYC Over Flies In Food – Conservatives Claim Religious Persecution,1,News
Fighters on Raqqa front line brace for final showdown with Islamic State,0,worldnews
"From Chilean refuge, Venezuelan congress deputy defies Maduro",0,worldnews
"WATCH: Wildly Popular, Outspoken Geert Wilders Is Being Called “The Dutch Trump”…Why His Plan To De-Islamize The Netherlands Is Resonating With Voters",1,politics
Hannity Tells Trump To Ban All Media Outlets From The White House Except Fox News,1,News
Trump Could Get Primaried By A Horrified #NEVERTRUMP Republican In 2020 (DETAILS),1,News
Islamic State driven out of last stronghold in northern Iraq,0,worldnews
"WASHINGTON POST HIRES EXPERTS to Prove 9-Year-Old’s Letter to Trump was Fake… Not Only is Kid Real, Trump Invites Him to Whitehouse [Video]",1,politics
Italian politicians up in arms over Austria passport offer,0,worldnews
"FBI Turns Up No Evidence, Says Hillary Clinton Committed No Criminal Wrongdoing",1,News
Yale Professor Explains Exactly Why We Need To Compare Trump To Hitler,1,News
Arson caused fire at Kenyan school that killed nine girls: minister,0,worldnews
"Philippines withdraws bid for U.S. grant, says unrelated to rights",0,worldnews
PRESIDENT TRUMP CRASHES WEDDING: Shocks Wedding Guests Who Start Chanting “USA! USA! USA!” [Video],1,politics
"DONALD TRUMP JR., JUST HUMILIATED Michael Moore In Front Of Millions On Social Media…And It Was SPECTACULAR!",1,politics
Same-day voter registration temporarily reinstated in Illinois,0,politicsNews
Exclusive: U.S. needs to improve oversight of labs handling dangerous pathogens - report,0,politicsNews
Cuban dissidents in electoral challenge as Castro era nears end,0,worldnews
Ivory Coast accepts tribunal ruling in border dispute with Ghana,0,worldnews
NY Attorney General On Trump University: ‘This Is Straight Up Fraud’ (VIDEO),1,News
HERE’S THE LIST OF People We Elected Who Just Made Our Nation Less Safe While Adding $1.1 Trillion To The Taxpayer’s Tab,1,politics
"Gorbachev, last Soviet leader, wants Trump-Putin summit to save arms pact",0,worldnews
"U.S. lawmakers reach deal on Russia sanctions bill, creating limits for Trump",0,politicsNews
Right-Wing Rag Declares ‘Civil War’ Between Black People And Cops In Inflammatory Headline,1,News
Obama will not block North Korea sanctions bill: White House,0,politicsNews
Congressman Tells Trump He’s In ‘Deep S**t’ If Wiretapping Conspiracy Is True — And He’s Right (DETAILS),1,News
BUSTED: [VIDEO] MAN ATTEMPTS TO TAPE “GOTCHA” VIDEO OF COPS ‘ABUSING THEIR POWERS’ And Gets Unexpected Challenge From Local News,1,left-news
Suicide risk torture victim can be deported: EU court adviser,0,worldnews
"Iran's Rouhani urges France to remain ""realistic, impartial"" in Middle East",0,worldnews
Zimbabwe war vets threaten to unleash crowds on Mugabe,0,worldnews
YOU CAN ADD INSIDER TRADING To The List Of Hillary’s Crimes [Video],1,politics
"Hoyer, asked on German finmin post, says 'extremely happy' at EIB",0,worldnews
WATCH HILLARY CLINTON BARK Like A Dog During Speech [Video],1,politics
U.S. Border Patrol Chief Morgan asked to leave agency,0,politicsNews
"U.N. urges calm as deadline nears for asylum seekers to quit controversial, Australian-run camp",0,worldnews
Police Say Fire At DC Memorial For Muslim Teen Was ‘Not A Hate Crime’,1,News
Sarah Palin Just Tried (And Failed) To Attack Obama And Got Ripped Apart By The Internet (SCREENSHOTS),1,News
Former Fox News chief Ailes is not advising Trump: campaign,0,politicsNews
Nigeria's cabinet meeting canceled for second time since Buhari's return,0,worldnews
WATCH: Trump Literally Promises To Gut Financial Regulations So His Friends Can Screw The Economy,1,News
U.S. State Department finds briefing video cut but unclear why,0,politicsNews
John McCain’s Opponent Sees Donations Pour In After McCain Blamed Obama For Orlando,1,News
TEXAS PIG FARMER Has BRILLIANT Idea After Muslims DEMAND He Moves So They Can Build A Mosque [VIDEO],1,left-news
Muslim pilgrims converge on Jamarat for symbolic stoning of the devil,0,worldnews
Port in Libya's Benghazi reopens after three-year closure due to clashes,0,worldnews
U.S. House Democratic leader blames Russians for 'electronic Watergate',0,politicsNews
Liberal Nobel Prize Winning Economist: Hillary Clinton Is MORE Liberal Than Obama,1,News
BUSTED: Leaked Documents Prove Trump Took Laundered Money From Russian Bank,1,News
Treasury Secretary Mnuchin was sent gift-wrapped box of horse manure: reports,0,politicsNews
WATCH ANTI-TRUMP SNOWFLAKE Get A Smackdown From A Black Trump Supporter: “Black Lives Matter is a terrorist organization!” [Video],1,politics
MUSLIMS ONLY: UK Water Park Attempts Diversity By Hosting Exclusion Events,1,left-news
OBAMA FAMILY AND 40 CONGRESSIONAL MOOCHERS Arrive In Cuba [Video],1,politics
U.S. House panel offers alternative to retirement adviser rule,0,politicsNews
Donald Trump Throws Temper Tantrum After Justice Ginsburg Humiliates Him,1,News
LAW ENFORCEMENT ON HIGH ALERT Following Threats Against Cops And Whites On 9-11By #BlackLivesMatter And #FYF911 Terrorists [VIDEO],1,left-news
Spain's Rajoy wants to work with other parties on Catalan question,0,worldnews
"BOOM! DONALD TRUMP, JR Destroys Heckler At Rally…Crowd Erupts In Applause! [Video]",1,politics
"Trump nominee for Israel ambassador heckled, questioned at Senate",0,politicsNews
OBAMA’S MUSLIM DHS Advisor REFUSED To Videotape Fellow Muslim During Investigation…But Wants Every American Gun Owner To Be FORCED To Do THIS,1,left-news
ANTI-TRUMP ANARCHISTS Attack Pro-Trump Rally Participants…Trump Supporters Fight Back! [Video],1,politics
Trump to propose five-year lobbying ban on ex-executive branch officials,0,politicsNews
Reuters surveys UK financial services jobs post-Brexit,0,worldnews
Illinois governor undeterred by court ruling in union dues fight,0,politicsNews
“STOP BLAMING WHITE PEOPLE For Trump’s Win Last Night…America Voted For Actual Change” [VIDEO],1,politics
U.S. transfers four Guantanamo inmates in waning hours of Obama tenure,0,politicsNews
Russia calls emergency U.N. task force meeting on Syria strikes,0,politicsNews
Israeli siren app says rockets fired at Israel near Gaza Strip,0,worldnews
"Kellyanne Conway, Trump Jr. Spread False Info About Capitol Shooter To Blame It On Liberals",1,News
DOJ LEADER PUTS BLAME FOR RIOTS ON…SLAVERY?,1,politics
"Media Says Trump Cannot Use Anonymous Sources, But They Can!",1,US_News
Trump says New Hampshire win not necessary to secure nomination,0,politicsNews
Second Anti-Gay Massacre Stopped By Police In L.A. (VIDEO),1,News
China's ruling Communist Party expels former Gansu party boss for graft,0,worldnews
